event_id,name,phone,prefer_to_names,prefer_to_phones,got_wanted_neighbor,avoid_to_names,avoid_to_phones,avoided_unwanted,requested_features,actual_features,features_matched,neighbor_names,neighbor_phones
evt_auto_005,Leah Peretz,9.72589E+11,[],[],TRUE,['Rina Shapiro'],['+972545678901'],TRUE,"['Screen', 'Charging Point']","['Writing Table', 'Stage', 'Charging Point']",TRUE,"['Moshe Katz', 'Amit Cohen', 'Eli Ben-David']","['+972534567890', '+972590123456', '+972578901234']"
evt_auto_005,Amit Cohen,9.7259E+11,"['Nativ Levi', 'Maya Rosen']","['+972524559623', '+972567890123']",FALSE,[],[],TRUE,"['Stage', 'Screen']","['Writing Table', 'Charging Point']",FALSE,"['Moshe Katz', 'Yossi Mizrahi', 'Eli Ben-David', 'Leah Peretz']","['+972534567890', '+972556789012', '+972578901234', '+972589012345']"
evt_auto_005,Yael Gal,9.72511E+11,['Maya Rosen'],['+972567890123'],FALSE,"['Leah Peretz', 'Rina Shapiro']","['+972589012345', '+972545678901']",FALSE,[],"['Writing Table', 'Stage']",,"['Rina Shapiro', 'David Cohen', 'Sarah Levy']","['+972545678901', '+972501234567', '+972522345678']"
evt_auto_005,Nativ Levi,9.72525E+11,[],[],TRUE,['Eli Ben-David'],['+972578901234'],TRUE,"['Writing Table', 'Stage', 'Screen', 'Charging Point']","['Writing Table', 'Stage', 'Screen', 'Charging Point']",TRUE,"['Rina Shapiro', 'Neria Atias', 'Maya Rosen']","['+972545678901', '+972526071633', '+972567890123']"
evt_auto_005,Neria Atias,9.72526E+11,[],[],TRUE,['Leah Peretz'],['+972589012345'],TRUE,"['Writing Table', 'Screen']","['Writing Table', 'Stage', 'Screen', 'Charging Point']",TRUE,"['Nativ Levi', 'Rina Shapiro', 'Maya Rosen']","['+972524559623', '+972545678901', '+972567890123']"
evt_auto_006,David Cohen,9.72501E+11,[],[],TRUE,[],[],TRUE,"['Writing Table', 'Stage']","['Writing Table', 'Stage', 'Screen', 'Charging Point']",TRUE,"['Yossi Mizrahi', 'Amit Cohen', 'Neria Atias', 'Maya Rosen']","['+972556789012', '+972590123456', '+972526071633', '+972567890123']"
evt_auto_006,Sarah Levy,9.72522E+11,[],[],TRUE,['Leah Peretz'],['+972589012345'],TRUE,['Stage'],[],FALSE,"['Yossi Mizrahi', 'Amit Cohen', 'Eli Ben-David', 'Rina Shapiro']","['+972556789012', '+972590123456', '+972578901234', '+972545678901']"
evt_auto_006,Moshe Katz,9.72535E+11,[],[],TRUE,['Rina Shapiro'],['+972545678901'],TRUE,['Stage'],['Stage'],TRUE,"['Leah Peretz', 'Nativ Levi', 'Yael Gal']","['+972589012345', '+972524559623', '+972511234567']"
evt_auto_006,Rina Shapiro,9.72546E+11,"['Amit Cohen', 'Sarah Levy']","['+972590123456', '+972522345678']",TRUE,"['Leah Peretz', 'David Cohen']","['+972589012345', '+972501234567']",TRUE,"['Stage', 'Screen']","['Writing Table', 'Stage', 'Charging Point']",TRUE,"['Amit Cohen', 'Eli Ben-David', 'Maya Rosen', 'Sarah Levy']","['+972590123456', '+972578901234', '+972567890123', '+972522345678']"
evt_auto_006,Yossi Mizrahi,9.72557E+11,"['Nativ Levi', 'Sarah Levy']","['+972524559623', '+972522345678']",TRUE,"['Maya Rosen', 'Eli Ben-David']","['+972578901234', '+972567890123']",FALSE,"['Writing Table', 'Screen']",[],FALSE,"['Amit Cohen', 'David Cohen', 'Maya Rosen', 'Sarah Levy', 'Neria Atias']","['+972590123456', '+972501234567', '+972567890123', '+972522345678', '+972526071633']"
evt_auto_006,Maya Rosen,9.72568E+11,[],[],TRUE,"['Nativ Levi', 'Amit Cohen']","['+972524559623', '+972590123456']",FALSE,"['Writing Table', 'Screen', 'Charging Point']","['Writing Table', 'Stage', 'Screen']",TRUE,"['Yossi Mizrahi', 'Amit Cohen', 'David Cohen', 'Rina Shapiro', 'Eli Ben-David', 'Neria Atias']","['+972556789012', '+972590123456', '+972501234567', '+972545678901', '+972578901234', '+972526071633']"
evt_auto_006,Eli Ben-David,9.72579E+11,[],[],TRUE,['Moshe Katz'],['+972534567890'],TRUE,"['Writing Table', 'Stage', 'Charging Point']",['Screen'],FALSE,"['Rina Shapiro', 'Maya Rosen', 'Sarah Levy']","['+972545678901', '+972567890123', '+972522345678']"
evt_auto_006,Leah Peretz,9.72589E+11,[],[],TRUE,[],[],TRUE,['Writing Table'],"['Writing Table', 'Charging Point']",TRUE,"['Moshe Katz', 'Nativ Levi', 'Yael Gal']","['+972534567890', '+972524559623', '+972511234567']"
evt_auto_006,Amit Cohen,9.7259E+11,"['Neria Atias', 'Moshe Katz']","['+972534567890', '+972526071633']",TRUE,"['Leah Peretz', 'Eli Ben-David']","['+972589012345', '+972578901234']",TRUE,['Writing Table'],"['Writing Table', 'Screen', 'Charging Point']",TRUE,"['Yossi Mizrahi', 'David Cohen', 'Maya Rosen', 'Rina Shapiro', 'Sarah Levy', 'Neria Atias']","['+972556789012', '+972501234567', '+972567890123', '+972545678901', '+972522345678', '+972526071633']"
evt_auto_006,Yael Gal,9.72511E+11,[],[],TRUE,"['Nativ Levi', 'Sarah Levy']","['+972524559623', '+972522345678']",FALSE,"['Writing Table', 'Screen']",['Writing Table'],TRUE,"['Leah Peretz', 'Nativ Levi', 'Moshe Katz']","['+972589012345', '+972524559623', '+972534567890']"
evt_auto_006,Nativ Levi,9.72525E+11,"['Amit Cohen', 'Rina Shapiro']","['+972590123456', '+972545678901']",FALSE,['Maya Rosen'],['+972567890123'],TRUE,"['Writing Table', 'Charging Point']","['Writing Table', 'Stage', 'Screen', 'Charging Point']",TRUE,"['Leah Peretz', 'Moshe Katz', 'Yael Gal']","['+972589012345', '+972534567890', '+972511234567']"
evt_auto_006,Neria Atias,9.72526E+11,"['Sarah Levy', 'Eli Ben-David']","['+972578901234', '+972522345678']",FALSE,"['Nativ Levi', 'Moshe Katz']","['+972534567890', '+972524559623']",TRUE,"['Stage', 'Screen', 'Charging Point']","['Writing Table', 'Stage', 'Screen', 'Charging Point']",TRUE,"['Yossi Mizrahi', 'Amit Cohen', 'David Cohen', 'Maya Rosen']","['+972556789012', '+972590123456', '+972501234567', '+972567890123']"
evt_auto_007,David Cohen,9.72501E+11,"['Maya Rosen', 'Eli Ben-David']","['+972578901234', '+972567890123']",TRUE,"['Amit Cohen', 'Moshe Katz']","['+972534567890', '+972590123456']",TRUE,"['Board', 'Entrance']",[],FALSE,"['Yossi Mizrahi', 'Rina Shapiro', 'Maya Rosen']","['+972556789012', '+972545678901', '+972567890123']"
evt_auto_007,Sarah Levy,9.72522E+11,['Neria Atias'],['+972526071633'],FALSE,"['Yossi Mizrahi', 'Rina Shapiro']","['+972556789012', '+972545678901']",TRUE,"['Air Conditioner', 'Window', 'Entrance']","['Board', 'Entrance', 'Window']",TRUE,"['Nativ Levi', 'Amit Cohen', 'Eli Ben-David']","['+972524559623', '+972590123456', '+972578901234']"
evt_auto_007,Moshe Katz,9.72535E+11,['Eli Ben-David'],['+972578901234'],FALSE,[],[],TRUE,"['Board', 'Entrance']",[],FALSE,"['Leah Peretz', 'Yael Gal']","['+972589012345', '+972511234567']"
evt_auto_007,Rina Shapiro,9.72546E+11,[],[],TRUE,"['David Cohen', 'Sarah Levy']","['+972501234567', '+972522345678']",FALSE,['Window'],"['Air Conditioner', 'Window', 'Entrance', 'Board']",TRUE,"['Yossi Mizrahi', 'David Cohen', 'Maya Rosen']","['+972556789012', '+972501234567', '+972567890123']"
evt_auto_007,Yossi Mizrahi,9.72557E+11,[],[],TRUE,[],[],TRUE,['Board'],['Entrance'],FALSE,"['Yael Gal', 'David Cohen', 'Maya Rosen', 'Rina Shapiro', 'Neria Atias']","['+972511234567', '+972501234567', '+972567890123', '+972545678901', '+972526071633']"
evt_auto_007,Maya Rosen,9.72568E+11,['Rina Shapiro'],['+972545678901'],TRUE,"['Amit Cohen', 'Eli Ben-David']","['+972590123456', '+972578901234']",TRUE,"['Air Conditioner', 'Board']","['Air Conditioner', 'Window', 'Board']",TRUE,"['Yossi Mizrahi', 'Rina Shapiro', 'Neria Atias', 'David Cohen']","['+972556789012', '+972545678901', '+972526071633', '+972501234567']"
evt_auto_007,Eli Ben-David,9.72579E+11,"['Nativ Levi', 'Sarah Levy']","['+972524559623', '+972522345678']",TRUE,['Rina Shapiro'],['+972545678901'],TRUE,"['Air Conditioner', 'Window', 'Board', 'Entrance']",['Entrance'],TRUE,"['Nativ Levi', 'Amit Cohen', 'Sarah Levy']","['+972524559623', '+972590123456', '+972522345678']"
evt_auto_007,Leah Peretz,9.72589E+11,[],[],TRUE,['Moshe Katz'],['+972534567890'],FALSE,"['Window', 'Board', 'Entrance']","['Air Conditioner', 'Board', 'Entrance', 'Window']",TRUE,['Moshe Katz'],['+972534567890']
evt_auto_007,Amit Cohen,9.7259E+11,['Maya Rosen'],['+972567890123'],FALSE,[],[],TRUE,"['Air Conditioner', 'Window']","['Air Conditioner', 'Window', 'Entrance']",TRUE,"['Nativ Levi', 'Eli Ben-David', 'Sarah Levy']","['+972524559623', '+972578901234', '+972522345678']"
evt_auto_007,Yael Gal,9.72511E+11,['Sarah Levy'],['+972522345678'],FALSE,['Leah Peretz'],['+972589012345'],TRUE,"['Window', 'Entrance']","['Air Conditioner', 'Window', 'Entrance', 'Board']",TRUE,"['Moshe Katz', 'Yossi Mizrahi', 'Neria Atias']","['+972534567890', '+972556789012', '+972526071633']"
evt_auto_007,Nativ Levi,9.72525E+11,[],[],TRUE,['Amit Cohen'],['+972590123456'],FALSE,['Entrance'],['Window'],FALSE,"['Amit Cohen', 'Eli Ben-David', 'Sarah Levy']","['+972590123456', '+972578901234', '+972522345678']"
evt_auto_007,Neria Atias,9.72526E+11,"['Moshe Katz', 'David Cohen']","['+972534567890', '+972501234567']",FALSE,[],[],TRUE,['Air Conditioner'],['Board'],FALSE,"['Maya Rosen', 'Yossi Mizrahi', 'Yael Gal']","['+972567890123', '+972556789012', '+972511234567']"
